""	"pca_fb"	"clusterB"	"BJHTERT_SKIN"	"rowname"	"origin"	"cell_name"
"187"	0.821837324521016	0.894655209531599	0.802541382401772	"PK45H_PANCREAS"	"PANCREAS"	"PK45H"
"188"	0.821821030662934	0.86847429374229	0.806529132477412	"CHP212_AUTONOMIC_GANGLIA"	"AUTONOMIC_GANGLIA"	"CHP212"
"189"	0.821812264336963	0.881422508264037	0.81337629536207	"143B_BONE"	"BONE"	"143B"
"190"	0.821787727236272	0.880488420899261	0.809823168317812	"HCC1359_LUNG"	"LUNG"	"HCC1359"
"191"	0.821780995299451	0.87403890639396	0.791075802146969	"A498_KIDNEY"	"KIDNEY"	"A498"
"192"	0.821420517720994	0.899263573148524	0.808058279569037	"JHUEM3_ENDOMETRIUM"	"ENDOMETRIUM"	"JHUEM3"
"193"	0.821128255479146	0.871061085286485	0.806279536489514	"LOUNH91_LUNG"	"LUNG"	"LOUNH91"
"194"	0.821081768053556	0.88844551766681	0.797273886043192	"NCIH1792_LUNG"	"LUNG"	"NCIH1792"
"195"	0.820797330050086	0.875712753765903	0.810733350401066	"SAOS2_BONE"	"BONE"	"SAOS2"
"196"	0.820632505999532	0.8853414212832	0.813603697179939	"SKHEP1_LIVER"	"LIVER"	"SKHEP1"
"197"	0.820574720271682	0.875195009361258	0.801071382384439	"HCC1395_BREAST"	"BREAST"	"HCC1395"
"198"	0.820306939616204	0.900782349917959	0.810010435634089	"HCC1171_LUNG"	"LUNG"	"HCC1171"
"199"	0.820186841463422	0.887041964485638	0.800755741654349	"JHOM1_OVARY"	"OVARY"	"JHOM1"
"200"	0.819945382730222	0.889680737365183	0.79795255027454	"CAL54_KIDNEY"	"KIDNEY"	"CAL54"
"201"	0.819814397392624	0.883231604902018	0.793337359986861	"KMRC2_KIDNEY"	"KIDNEY"	"KMRC2"
"202"	0.819742015441048	0.859369538041055	0.795831680403905	"BCPAP_THYROID"	"THYROID"	"BCPAP"
"203"	0.819704504106204	0.876347598059911	0.806696491717559	"A2058_SKIN"	"SKIN"	"A2058"
"204"	0.819689280301999	0.85268699463775	0.814961722048496	"LNZ308_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"LNZ308"
"205"	0.819414705116803	0.866070021649642	0.803274760436359	"NCIH226_LUNG"	"LUNG"	"NCIH226"
"206"	0.819370687248904	0.877854219993934	0.801583566489507	"A375_SKIN"	"SKIN"	"A375"
"207"	0.819313786894863	0.875617816839875	0.805858429883079	"SNU46_UPPER_AERODIGESTIVE_TRACT"	"UPPER_AERODIGESTIVE_TRACT"	"SNU46"
"208"	0.819253944463004	0.884085938151457	0.806896615962594	"LN18_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"LN18"
